engagement_matrix,cost_of_advertising,return_on_investment,conversion_rate,ocassional_effect,platform contribution percentage
2,49962,4.236224646646068,91.99690558091454,2,49772708.39976215
3,16014,1.136136955022709,20.111180549796313,1,15952709.815859133
3,45397,2.023017225966431,44.15935931172315,2,45220998.928170554
2,39641,2.466192026788438,85.61346463406673,1,39491822.951426886
2,48298,2.434671466214562,97.13652016581817,2,48115644.15930719
2,31952,1.4571998398767523,22.676910097230262,2,31827455.126988906
3,42114,3.002657857084149,98.04057282955685,1,41956345.402804375
2,14059,3.1364159680015677,39.545133190577666,1,14007631.247394899
2,41257,4.029316771546483,78.30560523675805,2,41101132.371703975
3,34494,2.038425859260565,70.46364247117256,2,34364243.35960882
2,23316,3.1125551402873124,32.66588602658362,1,23226912.220770895
1,38730,3.2497041617955684,35.1697158152581,2,38579723.43312256
1,31723,2.3077771938551144,8.16581256668,2,31597928.59229187
3,27913,3.470598028026571,67.0697558263031,1,27809113.153326273
1,46257,4.902826597295084,34.33305071471356,1,46076445.67252912
2,17663,3.7770864694095767,83.98716671469697,1,17601742.737912495
3,16466,1.2251685756647812,58.396012235341686,1,16406741.87313837
2,36865,1.2220549044620177,12.425002534483983,1,36719446.36739103
2,45721,2.8330447245412316,4.372174209862044,2,45539727.51323518
3,31931,2.8430525481651565,78.86840603616584,1,31812139.43743488
3,43473,1.5748896437482753,10.283964790853915,1,43300948.132132776
2,32538,4.847108029960395,13.773897234146302,1,32410360.51376731
1,24476,3.2329026896395496,52.58433795567431,2,24384478.711145222
2,37920,2.7721381275868864,72.61080375537202,2,37776747.45833212
1,49561,3.2362135309255464,49.59804266855186,2,49368840.51202588
2,10616,4.582260447508855,37.716225710558746,2,10578709.316429233
3,22841,1.024336918776545,38.09854597675005,2,22754487.01839712
3,28910,1.2163740558075609,3.5932383381691713,2,28795785.45246107
1,35938,4.393317659139729,5.281397408555091,2,35796051.27103654
2,39391,3.049672743587271,30.1817287925237,2,39237656.63033591
1,38812,3.4997005201262215,5.1444950318421885,2,38658425.4105708
1,38439,4.48114696214394,92.47843668244289,2,38295778.39277332
1,11733,1.5276671903871213,64.14437061672402,1,11693084.033796424
1,13971,4.596070420520839,93.14369752556976,2,13925731.858907225
2,28119,4.881217663187852,34.31259140297751,2,28011395.817436513
2,18460,3.4094426613732347,63.462897597369285,1,18393454.517305717
1,18554,3.6021153491282463,73.66720580931101,2,18488322.99557632
1,42102,1.992761507420537,13.893729197493162,1,41935643.43191571
2,26607,4.779341330661,16.242697598584286,1,26503322.584132846
3,30115,1.3347022084926934,58.0089654270807,2,30001422.407829814
1,19942,1.83029594216422,38.282123235585146,2,19867002.150796037
2,47126,4.519022630830155,20.824502287829628,1,46940670.92317079
1,45535,3.4207658474727727,48.80509089445423,2,45358889.20864962
2,14658,2.39607315818409,20.445400285602922,2,14602530.029539125
1,33416,1.8898831693575215,61.601879847126874,2,33289445.87279673
3,10832,2.5028283910834026,85.26252649535414,2,10798431.620340375
2,23458,4.3338141617664,38.04679762570288,2,23369342.0756036
2,17479,1.6211282290962346,19.461560035256284,2,17412046.90267331
1,19455,3.5506378685892614,62.35445087355069,2,19384581.02801027
2,20831,4.848172847068209,14.164928977837718,2,20750528.7553679
2,28801,3.32386433183505,59.3181488946541,1,28692664.917252604
3,32720,2.2493232894797033,98.67028328128376,1,32599886.44035576
3,26672,4.849793249323852,26.688118643401015,2,26569519.28498675
1,39272,3.2334468192032086,24.27738826229125,2,39118464.08691273
3,39547,1.7088709201978212,36.80214729562881,1,39393321.36794919
1,48344,3.497687017752406,91.11503680641437,2,48160894.202992946
1,35179,3.047391875984759,42.97644121899785,1,35043380.80506578
2,11948,1.2368070359575998,40.17990492501916,1,11904891.775407176
3,21792,1.7816004846099611,15.718025048270002,2,21707543.410567824
3,11881,3.5416545220352855,58.54026820523927,1,11840397.441908387
3,36125,2.808175972842854,73.38159145844065,1,35988810.22202232
1,28296,2.5664327617767233,50.699443259973066,1,28188622.58058503
2,19824,2.7206120435598247,81.00888413578791,1,19753663.567979243
3,17908,2.6492329820306595,71.45350476417033,1,17844464.750764083
2,37495,4.370465842239353,97.50713773746187,1,37355843.87433324
3,48541,1.738081438140462,5.122961341907573,2,48348482.24672115
2,10377,4.936471034149317,55.96182319251371,2,10342535.92355369
1,19443,4.228284076505265,33.339166837755435,2,19369815.59361372
3,14548,3.736274967510637,67.31791032138015,1,14497632.506777914
2,22262,3.5501863967538223,37.63810219432796,1,22177682.334451012
1,38392,4.985891870783915,92.08473200562173,1,38248691.639143765
1,35999,4.41000008108149,69.55026887907053,1,35862935.32689845
2,35609,2.327313619704477,90.21810139668663,2,35476694.36091023
2,19667,3.0010009116224117,34.80564851837277,2,19593008.69497035
1,38424,3.148669212643124,57.517387181901434,1,38276868.065715834
2,18239,1.5162291149796423,10.032389799395604,2,18168050.348764885
1,26185,3.6302949986550326,53.65151219578481,1,26086500.089569405
1,32595,2.664976397862159,2.3565593621462333,2,32465906.10286794
1,10469,4.520812965178897,26.737975295172554,2,10431089.50321499
3,40260,4.4036948861001015,38.196243432199815,1,40103959.10467841
2,28549,3.509273622107498,24.6989666072016,2,28438536.102231592
2,45359,1.4206526424828319,44.511510624051745,1,45182704.83590593
1,27058,4.876151865811124,47.2089870748969,2,26955826.798450045
2,26829,1.1244347577280545,97.71305009547545,2,26732407.48152805
3,33836,2.7757976126310644,56.59510346928634,1,33707283.36403657
1,44151,4.959565088317506,91.63641628755525,2,43984908.38509024
3,44258,2.7802515875521263,92.87448061177886,2,44091524.880767554
1,16627,2.3019629865237787,21.055483721098405,1,16563299.803560358
2,41183,2.2807431914295546,62.155907249498846,1,41025285.08733984
3,47139,4.4231565980255025,23.673281001168576,2,46954294.33845786
3,38738,1.4343903114071832,73.59830005633437,2,38591502.30074611
1,33025,3.490796742954998,36.21894845140853,1,32897378.698421724
3,13531,4.6092529130137425,47.337550832837806,2,13483116.957961975
1,29121,4.243757133408021,33.14573931711834,2,29009086.262359057
1,37788,3.8338032674613576,32.95908729096735,2,37641346.303153865
3,20459,1.500929939193452,35.97240317374932,1,20381563.36120947
1,46560,3.6166285440351826,65.77905561798433,1,46381211.06727252
3,31221,4.297338020442668,33.510299282127875,2,31100933.683870867
1,11157,1.4728819406773064,50.13259170501325,1,11117979.733822789
3,24121,4.506852908710558,22.83119272814543,2,24028293.010150947
1,20197,3.367492949969596,35.82351722788308,2,20120936.125806283
1,29645,1.0019416318274175,57.67324839715093,2,29533021.57725185
2,43818,1.095334787376165,15.684877497306065,1,43644943.88127209
2,19168,1.5156098935254705,38.05732431510507,1,19095835.76171767
2,16144,1.074995335854108,49.84593014783964,2,16085354.342408445
1,45122,2.3651770070173743,12.797265143875995,1,44943502.1995253
3,40637,1.9390316341672298,32.11451649979284,1,40478522.525762424
3,39509,2.1410299825767316,87.16333802100745,1,39360565.667699836
2,15265,4.584499475600703,46.28278920828221,2,15209970.263852656
3,28971,2.1481898538242508,47.98929895613118,2,28861102.19457661
3,42907,2.8135567819252962,1.4685752282131066,2,42736792.61990447
1,25213,2.927198974774376,94.56659782603741,2,25122689.195649326
2,14413,4.207721029707097,31.79966087450421,2,14359880.969821313
1,28965,2.332562627115209,1.2705462995419239,2,28850274.287771482
3,43884,4.112426657993517,63.17621395872226,1,43715923.23686141
2,19797,3.4920206155150995,99.64641045112006,1,19728735.603725128
2,19275,1.9761571358944212,55.06652762736784,2,19204469.553190403
3,44117,1.4289342342357303,58.83830066872282,1,43947208.59151732
2,39468,2.107035404940412,82.4236413002083,2,39319450.278732665
2,32626,4.549883840378312,85.28150599570743,2,32505421.635498818
2,44568,1.0905573311847645,36.761057321555306,2,44394351.87818521
2,19459,3.093216202714601,88.92117826639912,1,19390963.235932995
2,26786,2.436627635844667,93.23003249148111,1,26689000.76484181
2,29542,2.2173715241729814,78.9043376257661,1,29432515.69206072
3,33642,4.014945993195978,82.9936419690951,1,33516860.307176024
2,46465,2.6328010504627044,8.646111574157821,2,46281152.87529398
3,14167,3.635615184964811,42.35023220077935,2,14115947.653194122
1,44458,2.45376329414708,40.12496045164315,1,44284902.485273406
2,35396,1.9244845711347147,95.57231734845865,2,35265029.414729096
1,18162,2.890927759203782,42.24151282486527,1,18094354.971891183
3,13647,2.263282987051008,10.67298879488792,1,13594380.525667805
2,24172,1.8550740471948632,3.463233769357366,1,24076404.48300307
1,39650,1.3662086728624177,66.60377897507615,2,39498941.98502498
3,41258,1.4590367829909443,99.55312178833283,2,41104020.98696063
1,36522,4.697222633391579,13.489604434967402,1,36378274.599385835
2,42858,1.2077798107983462,95.4866411376563,2,42697079.67548917
3,21234,4.493577279895758,91.03072401867286,2,21159659.237448253
3,36786,4.9948134727315185,40.225892765853345,2,36644435.915028036
1,30996,3.8910865366333787,4.066265025750057,2,30873632.467752337
1,15982,3.771801972629533,57.220632381833944,1,15924687.397494625
2,22216,3.783988042817989,64.11812740919726,2,22134845.731186483
1,17125,2.245711158210458,49.64849771576478,2,17062460.792222146
1,36764,2.9573925968474652,93.13683749446511,2,36627346.144787036
2,25206,3.1752710402356468,86.37133598325347,2,25115031.918833554
1,11799,4.785343915000285,93.6227222132182,1,11762191.36693027
3,47608,3.8039610748233343,64.72038581140123,1,47425141.553520866
2,32234,2.9212587613141343,16.18758816680847,1,32107567.52245565
3,46876,1.6332832360098855,22.25892740161343,1,46691541.21956084
3,36252,1.4691058899432656,42.595798365818155,1,36112049.563602276
2,15537,3.436804160694629,21.46034580945204,2,15478250.819121836
2,34143,3.2168879714270227,35.83217396406089,2,34011235.41283269
3,24093,1.0400689590258287,40.85018397715224,1,24001455.227362387
3,32171,3.596885860219638,72.44609895743922,1,32050635.205057573
1,29885,1.4375192619390331,89.64660811904058,2,29775315.538315956
3,39801,1.9681360637918437,15.020192928008676,1,39644160.876981094
3,35382,3.1288590781044845,23.892130839510376,1,35243874.9647641
2,17306,4.3587021344192,22.283417824335956,2,17240376.973059908
2,18518,3.299871260797748,73.41004221627419,2,18452503.987485528
1,26940,4.828816849923309,69.83947925556814,2,26840555.694116045
1,48920,4.191536849505428,86.85671219647476,2,48734254.57101008
1,34087,1.6877220792337604,29.467892530114067,2,33954522.19312331
1,26596,2.175726061621818,54.09245920244317,1,26495711.090308256
1,12172,3.2434130234720486,96.56106870385274,1,12133792.750563437
1,37344,3.144590500187617,68.95356977168873,1,37202331.153742194
1,39106,2.1409021844695983,58.58032967996289,1,38956115.35025198
2,43433,4.462545276432743,14.891915704230856,1,43261842.32245636
1,10658,4.968518143429213,95.16626129104148,2,10626234.53348775
3,37009,4.92918907191569,19.616673978378767,1,36864173.461977184
2,30083,2.7997359629945895,54.920416210065454,1,29969029.007296197
1,15766,2.139619211525552,60.73306126095874,1,15709690.456623593
3,11553,1.8679394027701055,56.51369378590363,1,11513289.20150095
3,24248,2.6455981960946056,27.70782792886307,1,24154729.710558377
1,40498,1.5427117691964423,57.702395259653485,1,40342381.792055964
2,35077,2.8796539173926967,91.8546603309881,1,34946756.82104236
3,12445,4.502508140807795,52.06651988607753,1,12401618.978046913
1,11337,3.668894202782742,95.80781548484231,2,11302413.737794846
1,25534,2.0480235148568733,57.38553245479232,1,25438271.796302408
2,20997,4.765531022843837,50.066309010121486,2,20919444.149933983
3,12547,2.3625528011711534,18.344990826559116,1,12499560.63094681
2,32165,4.203039089701717,94.6628667373427,1,32046857.681755397
1,15941,4.130931885982896,47.30819799862789,1,15882906.84094504
2,17332,4.124215365924378,69.93035946685991,1,17270706.183944255
2,18191,3.714145953998612,4.483589860845222,1,18119672.197960105
2,29970,3.971533599924604,5.552110272668736,1,29851696.51039526
2,45460,1.5418404711027733,43.830840248666156,1,45283248.52328611
3,41802,4.676892363049711,2.840942094295299,1,41636291.09021663
3,38814,3.780025371669148,63.4478299644007,2,38666488.18629476
1,33854,2.155708561567735,47.99970015106465,1,33724067.21212811
3,21403,1.2676878277376606,40.80214081861066,2,21322541.01349947
3,45068,1.9733721133923146,12.393970194822865,2,44890131.93539423
2,17403,1.7546030850542609,79.43903274739435,1,17342065.0016758
2,41097,1.699959704370631,52.77558313001758,2,40938916.553074576
3,26571,4.783627952381567,52.911277637911695,1,26471235.999397602
1,49915,4.565045248284004,52.11308081301212,1,49721547.76396357
2,28470,4.107217517860771,81.8338444245535,2,28365643.32271978
3,19785,4.4645896701534475,11.952536472135268,2,19708543.650304332
2,41853,4.406059910703584,97.08798847331639,1,41696374.58663572
2,44397,2.454161343694012,86.56876991305022,2,44229193.91796598
3,47891,4.225162361521782,73.52145704733758,1,47707944.41681173
3,22878,3.5805404652305453,54.414930282017586,1,22793001.96328868
2,28225,2.447689842569859,25.035059435866255,2,28115727.70562312
2,26051,1.3751409398829515,30.40046982866363,1,25950519.81530505
1,18494,4.535868175235462,35.04437927614142,1,18424521.100790396
3,20339,4.317470564919706,17.168838335644647,2,20260830.155007005
3,38545,3.5554020494237104,65.3320774143767,1,38398422.410007864
1,19711,4.822733967872698,43.776986638480466,1,19637563.654079672
3,18081,4.812595671487139,16.727979175969924,1,18011581.435354892
1,29670,1.887293546163177,27.737596981606675,2,29555043.10785916
1,48006,4.72153107111865,56.54682043846531,2,47820948.48108309
1,33405,3.0269869224494363,84.72045013173285,1,33280648.55331309
2,49682,2.0948675137271286,51.99628198013412,1,49489248.9609748
3,49891,3.757196346794208,2.0986659791038234,2,49693042.302122995
3,25770,4.7679526220833655,58.246366822558215,1,25673971.470523126
3,45465,1.8484344752195399,67.23271255150232,1,45290710.56773693
1,24740,1.667377458984772,71.45274573489279,2,24649106.033643156
1,12940,1.3990397168868642,8.941601550688015,1,12889719.035318265
2,16724,2.7705531292670935,77.21515934721472,1,16665690.687841525
2,19910,4.2978602957323275,7.579010597407447,2,19832482.622898184
3,10079,2.0957536621550332,26.465210189007063,2,10042510.96899498
3,42250,4.73146471922931,22.672930328737174,2,42084790.38344638
3,32529,3.6452074595090553,46.230530878590315,1,32404587.930057596
2,49866,4.571499650320118,87.71763365191114,1,49676407.05831973
2,28669,4.824459091835381,47.388937234058496,2,28560496.073405344
2,39782,1.5901297802978958,81.50805803148643,2,39632035.52267459
2,13605,3.7183504629579742,54.559743571222064,2,13557325.359917307
2,48665,4.504191710463438,59.83550698523252,2,48477715.095620885
2,14958,3.7088870335659627,54.94153013489214,2,14904950.308327854
3,18438,2.7069782188822216,77.12197787223694,1,18372919.10495568
1,29908,2.976999571437383,92.89975579163946,2,29798748.98552345
3,32631,3.623858159688407,33.34636561505145,2,32505189.738122266
2,43186,4.797194606611184,37.13043696447391,2,43018398.67899531
3,18773,4.3378818545989954,18.473901622876554,1,18700926.314803388
3,43098,1.4460832937804464,18.643579359873645,1,42928267.34876418
2,30624,1.4949285737988118,3.6774004803596623,1,30502571.08076263
1,45582,4.457042647319316,35.49643856317553,1,45404204.05940047
1,46196,4.2852257293663305,78.44441557049016,2,46020321.520901866
2,13765,4.773543059045705,59.87509493986674,1,13717053.070091663
1,22309,4.4232015106378615,7.516042067105371,1,22221493.620403092
1,45052,3.1560008787914606,77.94999316725412,1,44880400.27943096
1,20568,3.6077938132219494,75.66952314650531,1,20494166.96551037
1,48305,3.0682467766975425,27.225639831377713,2,48115605.43606411
3,35289,2.809499367107352,31.49711303756931,2,35152266.94622148
2,25013,4.758915770093026,20.025249213770493,1,24916074.183971487
1,29532,2.6614234457707635,1.9373099500864481,2,29415115.71604296
1,19279,4.303377431937314,40.826587745599895,2,19207230.09784071
3,36929,3.624966343701487,13.787540783887133,1,36783740.99970307
3,16897,4.086334354037444,91.17804135858314,1,16839668.027601883
2,25881,3.7160035298365144,98.59259996374321,2,25788624.340455253
3,38347,4.9947432822999245,10.798096812422157,2,38196249.12630794
2,25468,1.9602875608905088,59.53710244830203,1,25372841.547627747
3,25910,3.3903917974633813,3.172149860683821,1,25807724.965919737
1,45227,1.4507734927687865,21.99925942996449,1,45048883.52649705
1,14944,1.4717600171915484,64.03466215754526,2,14891522.79501799
1,45926,2.228913659798053,88.70821779386272,2,45752160.580555156
2,34475,4.168493107561289,45.68698411288719,2,34343016.602515265
3,11200,1.1230402638502066,99.23438936214762,1,11165876.434170516
1,14472,2.5375332279237535,46.91897541996472,2,14419837.776861627
1,48113,1.4305636362894,60.45623964743542,2,47927483.59723746
2,42322,4.993867291335908,90.79213857888844,1,42162945.41660576
2,42422,4.834439271527415,57.434232882976666,1,42259188.9003936
3,47153,2.6949520077907656,78.49469649541994,2,46973495.81341055
2,46732,4.891274078460132,87.74703797547971,1,46554987.56942775
3,14994,4.549710470131189,57.7774036938604,1,14941000.202730503
2,46855,4.992301221181842,96.73064647694699,2,46678708.06380645
2,37451,2.702871086012833,52.332566189567906,2,37307586.62986013
1,22533,2.74928176761594,3.6111663219097787,2,22444290.52326198
1,46418,3.121850331780678,16.929524319642848,1,46234829.79297509
2,48270,3.8715930977231316,47.778544645373564,1,48082706.16156724
2,19814,2.5095077227073794,44.82108306219405,1,19740057.34431017
2,43744,4.967451241944275,51.68500533276949,1,43575343.26919473
2,33928,4.745386073620292,98.55534381167065,2,33803566.43457074
2,16270,2.4989222367823025,44.28700837645733,2,16210479.560728427
3,44422,4.807898687856728,92.58102883904537,1,44254802.12971333
3,28315,3.0642991519718272,4.543173529584581,2,28203500.676242713
1,15337,2.5206122305935956,16.250866313034713,1,15278007.766221281
2,15839,2.6603023985793306,88.19840218400006,1,15785314.679530216
2,27768,3.005912838491935,73.6239969893095,1,27665186.168367937
1,17424,1.9263070374021112,65.26490898085954,1,17361483.91081295
2,34022,3.555324559666481,61.85252817311688,2,33893365.445010066
2,23153,2.6413060802073987,81.73093477806175,1,23069409.463268235
3,11804,4.413241188750676,96.02178860036993,2,11767867.900214573
1,34884,4.666468284866214,39.96485161479096,1,34749470.12603851
3,19668,4.7552170995198,99.87380455091512,1,19600540.55867803
1,12549,4.437148514795449,21.469146943325224,2,12502231.744001256
3,38946,3.6283578057435513,40.91363082962971,2,38795687.04959771
1,28891,1.2424091705562992,36.02269180790029,2,28779903.782372963
1,47371,2.694928929484043,30.428227989791274,1,47185312.16355982
2,24781,3.5216242796869253,38.08838140005685,1,24686647.649296366
3,18956,1.4342633884792049,23.375545199452148,1,18883307.008760445
3,21978,4.8363526640837,86.59671835163454,2,21900284.397681493
1,36097,1.9680739452040794,13.48382582557227,1,35954619.23219544
2,46176,1.071687769767106,46.31269920571878,2,45996872.58933064
2,39347,4.347187967891523,15.216348046765386,2,39192504.7692405
2,44445,3.9292887276974695,7.059000244141058,2,44269242.70755901
3,30080,3.692493551477512,24.93931259156742,2,29963561.955420848
1,41097,2.1810108192014184,1.9948180712244932,2,40933799.01321362
3,35316,2.6764327487256074,97.43885841772877,1,35185434.822099105
1,39567,3.8592769193653274,77.24336384914761,1,39417361.04238443
3,42973,2.6382748110982868,40.830395859982,1,42806141.01531144
1,12051,4.040224931406499,85.56776869274796,1,12012281.006110357
2,34033,3.9488950904266504,84.68358931156396,2,33906655.71529291
3,36532,1.8137262710325288,90.87137233078008,2,36396102.921648316
1,11074,1.6942637800759157,55.06472942850328,1,11035833.72723426
2,23938,3.841501948234023,79.47848085517029,1,23851200.243338786
1,11492,3.8092753630977683,69.23539633863273,1,11453853.745431066
2,38652,4.994097570189478,4.00702888676139,1,38498946.9355728
2,26843,4.508577013424212,10.215326214885172,1,26737740.647633232
1,29991,3.488243526021043,90.33666050725628,2,29881227.137709107
1,21032,1.0526956509587677,47.89819802543129,1,20953201.670237165
2,13375,1.4503656014552306,80.68834981896349,1,13330262.382510085
1,47192,4.263883495064377,44.98057611062339,2,47008988.36246542
3,34119,3.019662394564503,1.4140523053092782,1,33983664.96134182
3,42496,2.823944952496683,69.66129443757039,1,42333956.24228758
3,21044,4.815064438389465,57.38024031840352,1,20966794.98240883
2,29600,4.624021094456538,30.63782684960158,2,29486070.90542724
2,40009,2.994163180876664,71.51592896365064,1,39857009.83410988
2,38353,2.989653972031195,4.374489296087248,1,38200919.10394597
3,30553,3.4989875552779854,18.86791211922098,1,30433736.659594107
2,46730,2.650296199471466,3.2226471618422647,1,46544251.80322212
2,41277,4.316596771870762,5.062163853580922,2,41113765.3739657
1,31329,3.852408398770113,35.9819778022383,1,31208186.010872066
1,17655,1.3456253801831002,51.983655777240905,1,17590156.29687715
2,35849,1.843387729234565,49.13694119185827,1,35711262.33452398
1,13161,2.1691838171938653,35.857654720017344,1,13112626.759368237
1,30589,3.304109609622703,63.631469568164036,1,30473839.681206066
3,16514,2.0278094249276806,51.500330598497705,2,16454265.64828509
2,29609,4.382809549525556,90.54628000624467,1,29500693.39324206
1,28357,3.76048739911596,19.18182038145334,1,28246382.04540003
3,30106,1.82044612127001,99.48345681938505,2,29996669.003677703
1,46403,1.8309689928836614,79.42848406437052,2,46226272.87437551
3,11915,4.988601529690238,36.34754540288756,2,11872531.272739148
2,19920,3.755696441623057,86.54686254184747,1,19849967.926791597
1,22508,4.0861979988565285,61.55000961989571,1,22425057.20670184
3,30379,1.315882958588416,15.29098208084309,1,30259791.1629927
2,27588,3.1567093847912306,46.01497902295862,1,27483164.87012232
3,25704,4.968503046918609,80.10484689926616,2,25610748.390086025
1,29882,4.291502752839059,44.00564212064089,2,29768134.459569935
1,43074,2.8476637367360578,30.7728619376951,2,42905855.48247955
2,29461,4.882057212530391,27.666371329180922,1,29347062.304570545
3,47816,2.6457381671746947,6.8895523749448895,2,47626676.90119923
2,30733,4.425177476360711,55.073517787017664,1,30616655.624850627
2,16911,2.786121934551107,53.70240044375446,2,16849894.435895864
3,13538,3.2717480916338957,13.619361151725517,2,13486543.263367085
3,21595,1.7245701076938595,3.098823229597551,2,21510062.07643696
3,27249,1.4043194843657805,2.277228947358366,1,27141021.284427702
3,30560,3.736503264407025,3.133754156494905,1,30439166.12084002
2,40808,3.585797473603436,62.97793765045651,2,40652337.947436616
3,47922,1.3873165638867198,73.32026343535891,1,47738431.377496846
2,33749,1.6185600570486591,8.406894987433613,1,33615560.102306165
2,11303,1.669401648671497,38.06205326438245,1,11262316.227540765
2,19641,3.147469949519438,39.85679420894349,1,19567335.850514334
3,27675,2.7547325229760373,82.63760885591991,2,27573829.87611358
3,43090,4.579109242123107,74.02011204417391,2,42926545.29540589
3,48724,2.4999588992522592,81.25972096829311,2,48538462.966753736
2,38024,1.3492830907768485,46.74421976835039,2,37877559.82877863
3,12590,3.1972606225512776,15.26395888458255,2,12542490.03976939
3,21075,4.542352557310993,45.970898161404435,2,20996795.59564859
1,14655,1.24094673211007,44.98733356147331,1,14601443.056431321
3,47302,2.032367844830632,73.3556974068604,1,47120998.77756051
1,25606,2.0049204994654666,81.58992852834534,1,25512398.632517762
3,38941,4.129828908073984,58.03057121846475,2,38792483.93487989
3,46453,4.955958927937452,6.071399318006395,1,46269046.41459243
2,49569,2.3533024175946493,97.40245284582679,1,49381275.174598865
2,46936,4.778917438943212,97.9775290378167,2,46759481.012170844
2,24096,1.945593930306278,38.01107734370616,2,24004476.03494531
3,25736,3.9925836208389116,17.96527152337558,2,25636279.563023046
1,49184,4.604919294277506,7.011221046736688,1,48988966.76161293
1,34792,4.418661985328031,6.566301821341004,2,34654767.05624022
2,13877,2.030769955962334,78.82919163519288,2,13830444.919257795
2,13520,1.861853641706729,27.347183108190485,1,13469401.759284241
3,17047,2.408376232847992,98.48153973214507,1,16989580.242883485
1,34042,2.2843037816468716,81.59562618581198,1,33914691.522110194
3,46179,3.5649821248733025,97.05242382438348,1,46005059.69005867
3,21526,2.4811703882328393,23.780315345711195,1,21443203.58368504
3,16336,1.0743667829788537,76.5016887319006,2,16279353.836554978
1,37059,2.0897066655760863,70.24352610851386,2,36918764.01447737
3,15084,1.3422174085252947,60.10458199194355,2,15030756.946462302
2,14349,3.1330463753161566,55.977659818083,2,14298415.0620106
3,26602,2.780058765772848,53.54888054488224,1,26501915.29569404
1,21193,4.41831502727967,6.330554716784859,2,21110139.436425224
1,34542,2.283309303611641,74.53609811425974,2,34412286.4400209
3,44506,3.110147671059798,69.37270261553562,1,44335924.58945879
2,36656,1.4088929684557088,26.737301845165277,2,36513038.88627042
1,30218,3.5157407419036772,63.596829901109295,2,30104648.72928656
3,15028,1.1666203080655406,56.00783986547704,1,14974247.444626596
1,15312,2.0757488714406547,35.27916525647766,1,15254952.763878934
3,29836,4.177983857803176,8.04177605731298,1,29718610.315507244
2,26479,2.219924838314515,64.93204689725485,1,26380370.79491871
1,45805,3.8455994587238056,86.98593685159739,2,45631682.52161479
3,32899,1.8315125303916937,43.69284058432924,1,32772618.380687386
1,30302,1.088983634686548,31.09611370746856,2,30184747.179243255
3,17088,2.112471437212221,96.63141943500868,2,17030493.76323034
2,28329,3.026058263125407,20.96409724397886,1,28218678.797298606
3,16135,2.3776578590418063,54.54355704099164,1,16076830.451225774
3,38330,4.59408195650703,48.2966750900046,1,38182713.89816334
2,24497,3.5495594408663202,88.70794655094217,2,24409150.23738241
2,26913,1.0650374077807494,78.85177247342573,1,26813876.632110354
3,28447,3.6972644539814623,87.16302918568064,1,28343015.947297584
3,30610,3.1667010304322583,46.65885933812286,2,30493545.55706777
3,16224,3.524077097012546,41.00953686523364,2,16164571.083709136
3,21832,4.565155836370888,61.796473636642475,2,21752353.11762239
1,20702,1.3649061752373006,37.323603456911755,2,20623805.79814847
3,46775,1.0406759975172126,49.01656990564888,2,46593844.94487024
1,15110,3.769467804245853,74.67190699729542,2,15058221.221514283
3,20510,3.1188419943620374,59.1991741165888,2,20435193.366870925
1,13218,1.0107987634374092,33.04704824894025,1,13168967.108664142
1,10343,4.406729478092398,95.51834606911491,1,10312155.709439063
2,14980,3.011876548565983,73.52017883138738,1,14928328.561834453
3,18384,1.87726124298739,52.8704072506256,1,18316602.08468665
3,45848,1.0503673000499205,12.349624404284162,2,45666887.51018944
3,18846,2.360092093780661,65.93946428034117,2,18778424.758400224
2,33927,4.891967875200583,10.5029629751855,2,33793784.2521213
1,10593,4.5164848037821095,47.57467899693473,2,10556676.610924184
1,26613,2.8653523009724,3.391041585760041,1,26507662.599957705
2,43122,3.4391012905163696,41.462607930225275,1,42954610.34396079
1,45485,3.8951069137516763,79.67393970386574,2,45312237.75786918
3,41574,2.349351679387669,55.90481751721866,2,41414507.89747004
1,40795,4.603864070028742,81.94428851194368,2,40641316.9311803
3,44515,1.407367631987825,75.4567806996993,1,44345275.63586213
1,46099,4.1424947381476365,67.77617038411431,2,45922624.141354375
2,27692,3.899754859802881,69.63975826284653,1,27589207.94395806
1,15750,1.991540561372266,78.87873111366048,1,15695549.773384344
3,22593,4.551369191847169,36.53914061877944,2,22507781.59205682
2,39827,2.043532254791348,44.65272070088825,2,39673228.93126321
1,38388,2.9313128887256017,62.53232427376219,2,38241786.30310291
2,14253,2.635140159534735,75.35601258338319,2,14204672.169479078
2,46252,3.847566442640357,83.9008211735303,1,46076387.2657549
2,40133,2.2818883348913914,13.512491553911563,2,39974921.89463893
3,11347,1.1105906888353396,25.52402252553241,1,11304915.779042102
2,16899,2.110160670977033,43.800180465751374,1,16836563.338933803
2,17072,3.6466621144346676,9.14964901326354,2,17005907.030976206
3,48085,2.095928089949604,37.88756541602701,2,47897629.227193296
1,16610,1.461013736233622,96.71737213363633,2,16554125.668999074
3,18611,4.302077458341372,90.1838627711347,2,18547041.656346697
2,10966,4.118174201080722,86.05263899514917,2,10932082.626545655
2,14307,4.00335217980002,26.922145026050124,1,14253489.650285978
3,15311,1.5860100518848395,20.883056327172387,1,15252657.486939464
2,32442,2.814332648741854,17.29742009602672,1,32314832.60525394
1,17089,2.912001588460043,53.03820972072342,2,17027030.381178573
2,22941,3.046699628388913,75.70576165819757,1,22857707.64711751
1,22762,1.994127556809075,75.99249053194193,1,22679213.48563558
1,21460,1.2763552884090767,73.63460623338497,2,21382393.38681083
3,37734,3.3220058592761856,29.538076597066517,2,37587357.66842142
